Testrun,Q_num,Q_part,Resp_num,Resp_part,Q_speaker,Q_text,Q_survey,Resp_speaker,Resp_text,Resp_survey,Resp_json,Resp_stance,Resp_ranking,Q_context
10June2021,3,,5,39,,,,LUCY FRAZER," I'm sure they will be thinking about their reactions to that. But mental health is a big problem that we need to address. I think Heather was right to say we need to support young people in this. When I was on the Education Select Committee a number of years ago we did a report on mental health and how students were coping with it. I went to one of the schools in my constituency and I said I want you to ask me loads of questions about being an MP but do you mind if we spend the first minutes talking about mental health because I want to ask you the questions we're studying. In fact we spent the whole session on mental health because everybody wante to talk about it. So we do need to invest in schools, we need to support people in mental health and that is really, really important."," I'm sure they will be thinking about their reactions to that. But mental health is a big problem that we need to address. I think Heather was right to say we need to support young people in this. When I was on the Education Select Committee a number of years ago we did a report on mental health and how students were coping with it. I went to one of the schools in my constituency and I said I want you to ask me loads of questions about being an MP but do you mind if we spend the first minutes talking about mental health because I want to ask you the questions we're studying. In fact we spent the whole session on mental health because everybody wante to talk about it. So we do need to invest in schools, we need to support people in mental health and that is really, really important.","['2_168691287535426875', '7_168691287535426875', '26_168691287535426875', '33_168691287535426875', '53_168691287535426875', '64_168691287535426875', '75_168691287535426875', '88_168691287535426875', '93_168691287535426875']",,,
10June2021,3,,6,40,,,,PETER KYLE,"I think it is a sad conversation that we're having here. I think every profession needs to have people from different backgrounds and apparently types that is driving creativity, whether sporting or artistic, politics, public life or any other walk of life, is informed by people's backgrounds. Some people have hidden challenges, other people have seen challenges. But Naomi has a challenge which is unseen and yet everybody is expecting her in her personality to conform to everything else. Her personality type is clearly helping her creativity and sporting performance. I do not see why it's not possible for her sport and the people running her sport to make an individual decision about whether individual players can cope with being in the public eye or not. Why would we drive people out of a sporting profession because they don't have the personality type, which is an alpha personality type? In politics, it is a huge shame that introverts find politics is impossible. We miss out on people who bring a different power to the way they think and the discussions that they have because they're too scared to get involved in the real to and fro.","I think it is a sad conversation that we're having here. I think every profession needs to have people from different backgrounds and apparently types that is driving creativity, whether sporting or artistic, politics, public life or any other walk of life, is informed by people's backgrounds. Some people have hidden challenges, other people have seen challenges. But Naomi has a challenge which is unseen and yet everybody is expecting her in her personality to conform to everything else. Her personality type is clearly helping her creativity and sporting performance. I do not see why it's not possible for her sport and the people running her sport to make an individual decision about whether individual players can cope with being in the public eye or not. Why would we drive people out of a sporting profession because they don't have the personality type, which is an alpha personality type? In politics, it is a huge shame that introverts find politics is impossible. We miss out on people who bring a different power to the way they think and the discussions that they have because they're too scared to get involved in the real to and fro.","['2_168691288492224528', '17_168691288492224528', '22_168691288492224528', '35_168691288492224528', '40_168691288492224528', '53_168691288492224528', '58_168691288492224528', '71_168691288492224528', '76_168691288492224528', '89_168691288492224528', '100_168691288492224528', '110_168691288492224528', '115_168691288492224528']",,,
10June2021,4,43,,,AUDIENCE MEMBER,Why has the eviction ban with tenants on rent arrears finished when the full restrictions have not been lifted and people have been unable to return to work?,,,,,,,,
10June2021,4,43,,,FIONA BRUCE,So in England the coronavirus eviction ban came to an end on Monday. We have been talking about 21 June but we don't know if restrictions will be fully lifted then or not. Why has it? Why has this eviction ban finished?,,,,,,,,
10June2021,4,,1,44,,,,LUCY FRAZER,"We protected tenants for a long time and it is important we did that because we didn't want anyone to be thrown out of their houses during this period.
 It is also important that landlords can take control where it is necessary to do so. And there will be a period of time, of course, where tenants will be able to settle themselves but we are coming out of a lockdown. There's been a large number of measures put in place. But, you know, hopefully we are at the end of that period and we talked about it before and we hopefully will be moving back on to normal life.","We protected tenants for a long time and it is important we did that because we didn't want anyone to be thrown out of their houses during this period.
 It is also important that landlords can take control where it is necessary to do so. And there will be a period of time, of course, where tenants will be able to settle themselves but we are coming out of a lockdown. There's been a large number of measures put in place. But, you know, hopefully we are at the end of that period and we talked about it before and we hopefully will be moving back on to normal life.","['2_168691292311330598', '8_168691292311330598', '20_168691292311330598', '39_168691292311330598', '57_168691292311330598', '65_168691292311330598', '72_168691292311330598', '79_168691292311330598', '93_168691292311330598']",,,
10June2021,4,,2,"44, 45",,,,PETER KYLE,"I think that response illustrates the entire lack of empathy people have. For people who are not home-owners and who are renting, struggling to get by, the sheer insecurity of people are being plunged into -- the only reason there's a transmission period is because people are going to be in court. There should be a longer period of time before this kicks in.
 I understand and I have huge sympathy for landlords who are overwhelmingly decent people who are trying to support the people who are tenants to them, but there should be some form of compensation that can ease the transition in. People who have lost their jobs need to have time so they can readjust to the new economy coming out of -- rather than plunging them into this insecurity. Rough sleeping is going to go through the roof. There's going to be a huge turn in communities as pep are kicked out of their homes inment.","I think that response illustrates the entire lack of empathy people have. For people who are not home-owners and who are renting, struggling to get by, the sheer insecurity of people are being plunged into -- the only reason there's a transmission period is because people are going to be in court. There should be a longer period of time before this kicks in.
 I understand and I have huge sympathy for landlords who are overwhelmingly decent people who are trying to support the people who are tenants to them, but there should be some form of compensation that can ease the transition in. People who have lost their jobs need to have time so they can readjust to the new economy coming out of -- rather than plunging them into this insecurity. Rough sleeping is going to go through the roof. There's going to be a huge turn in communities as pep are kicked out of their homes inment.",,,,
10June2021,4,,3,"45, 46",,,,AUDIENCE MEMBER,"Thank you, Fiona. I think tenants need a lot of support, but I believe that landlords, if you had your own house and you're supplying a tenant with a -- a lot of landlords have problems trying to get their property and do what they want with it.
A landlord should have the right to use his property and let whoever he wants in there to rent. However, I do think the government should come up with an incentive scheme to pay landlords who support poor tenants or people who struggle with their rent, that the government steps in and actually helps the landlord and encourages them to try to keep the tenant going. Also, I do think the tenants should have that wee bit more support as well until we get well and truly out of this COVID pandemic.","Thank you, Fiona. I think tenants need a lot of support, but I believe that landlords, if you had your own house and you're supplying a tenant with a -- a lot of landlords have problems trying to get their property and do what they want with it.
A landlord should have the right to use his property and let whoever he wants in there to rent. However, I do think the government should come up with an incentive scheme to pay landlords who support poor tenants or people who struggle with their rent, that the government steps in and actually helps the landlord and encourages them to try to keep the tenant going. Also, I do think the tenants should have that wee bit more support as well until we get well and truly out of this COVID pandemic.",,,,
10June2021,4,,4,49,,,,AUDIENCE MEMBER,"It came back earlier. The conservative there mentioned, well, things will get back to normal. Well, people are still on furlough, people still aren't back in work. So when they're back to normal, fine then look at this, the way the rent is paid, whatever. Don't say we're doing it now because things eventually will get back to normal. It is being done too early. People are worried now about being evicted. They're worried about losing their job and the next thing they're going to be worried about is whether they are going to lose their house as well.","It came back earlier. The conservative there mentioned, well, things will get back to normal. Well, people are still on furlough, people still aren't back in work. So when they're back to normal, fine then look at this, the way the rent is paid, whatever. Don't say we're doing it now because things eventually will get back to normal. It is being done too early. People are worried now about being evicted. They're worried about losing their job and the next thing they're going to be worried about is whether they are going to lose their house as well.","['2_168691297085151111', '7_168691297085151111', '14_168691297085151111', '25_168691297085151111', '35_168691297085151111', '48_168691297085151111', '53_168691297085151111', '64_168691297085151111', '77_168691297085151111', '82_168691297085151111', '87_168691297085151111']",,,
10June2021,4,,5,50,,,,ANTHONY COSTELLO,"Well, eviction is a disaster for families and for children. I was astonished to find that 90,000 children in London live in temporary accommodation. And the effects that will have on their families, on their education, and the rest. So in the short term we need long notice periods, debt renegotiation, and interest-free loans. I agree with Heather about keeping a rental sector going. But I think in the medium term we need architects and builders to be coming up with much more low cost, affordable housing, maybe using newer pre-fabricated technologies which build quickly, which are low carbon, which are environmentally friendly. I think we can solve this problem alongside progressive policies to ensure that people don't lose their homes.","Well, eviction is a disaster for families and for children. I was astonished to find that 90,000 children in London live in temporary accommodation. And the effects that will have on their families, on their education, and the rest. So in the short term we need long notice periods, debt renegotiation, and interest-free loans. I agree with Heather about keeping a rental sector going. But I think in the medium term we need architects and builders to be coming up with much more low cost, affordable housing, maybe using newer pre-fabricated technologies which build quickly, which are low carbon, which are environmentally friendly. I think we can solve this problem alongside progressive policies to ensure that people don't lose their homes.","['2_168691298038779690', '12_168691298038779690', '17_168691298038779690', '22_168691298038779690', '29_168691298038779690', '60_168691298038779690', '71_168691298038779690', '78_168691298038779690', '89_168691298038779690', '96_168691298038779690', '107_168691298038779690', '123_168691298038779690', '130_168691298038779690']",,,
10June2021,4,,6,51,,,,JENNI MURRAY,"I think people underestimate the amount of poverty this pandemic has caused. I live in a quite well-off part of London and I'm okay. You know, I own my own house. We have a food bank that is absolutely flooded out with people who simply cannot afford to buy food for their children. I cannot think of anything more damaging to one's mental health to be a woman renting a house or a flat with two children and terrified because she can't pay her rent, that at any minute she is going to be evicted. That is criminal. Absolutely criminal.","I think people underestimate the amount of poverty this pandemic has caused. I live in a quite well-off part of London and I'm okay. You know, I own my own house. We have a food bank that is absolutely flooded out with people who simply cannot afford to buy food for their children. I cannot think of anything more damaging to one's mental health to be a woman renting a house or a flat with two children and terrified because she can't pay her rent, that at any minute she is going to be evicted. That is criminal. Absolutely criminal.","['2_168691298996906905', '7_168691298996906905', '14_168691298996906905', '21_168691298996906905', '33_168691298996906905', '40_168691298996906905', '45_168691298996906905', '54_168691298996906905', '69_168691298996906905', '76_168691298996906905']",,,
27May2021,1,1,,,Sam Winter, Should we just abandon trips abroad?,,,,,,,,
27May2021,1,,1,"2, 3",,,,Nick Thomas-Symonds,"Well, I don't think we ned to completely abandon the hope of trips abroad a little later in the year. But I do think that the government does need to pause and think again with regard to the loosening of international travel, and let me just explain why that is. Firstly, I think we have a record of failure with COVID protections at the border. Slow in the first place to formal quarantining, slow to mandatory testing, slow to hotel quarantining, and slow to put India on the red list. Now we have a situation where we have the traffic lights, the green, the amber, the red. We've seen chaos in our airports where passengers coming from any of the three categories and mixing together, sometimes it seems hours on end. Secondly, we have this mixed messaging on the amber list.
We have one government minister saying you can go and visit friends and family. Another one saying that it's only essential travel. Another said that we should regard holidays as essential travel. So that has been a complete and utter mess. Now, the government should think again, what should they actually do? What I say the government should do is abandon the amber list. The amber list becomes part of the red list, if you like. You have that hotel quarantining across the board on the amber countries and the existing red countries, then you can move to that limited green list. There's only 12 countries on it at the moment, a number of which are not accepting tourists in any event. But we have to take a more cautious approach now and learn the lessons, the mistakes at the border over the past 12 months.","Well, I don't think we ned to completely abandon the hope of trips abroad a little later in the year. But I do think that the government does need to pause and think again with regard to the loosening of international travel, and let me just explain why that is. Firstly, I think we have a record of failure with COVID protections at the border. Slow in the first place to formal quarantining, slow to mandatory testing, slow to hotel quarantining, and slow to put India on the red list. Now we have a situation where we have the traffic lights, the green, the amber, the red. We've seen chaos in our airports where passengers coming from any of the three categories and mixing together, sometimes it seems hours on end. Secondly, we have this mixed messaging on the amber list.
We have one government minister saying you can go and visit friends and family. Another one saying that it's only essential travel. Another said that we should regard holidays as essential travel. So that has been a complete and utter mess. Now, the government should think again, what should they actually do? What I say the government should do is abandon the amber list. The amber list becomes part of the red list, if you like. You have that hotel quarantining across the board on the amber countries and the existing red countries, then you can move to that limited green list. There's only 12 countries on it at the moment, a number of which are not accepting tourists in any event. But we have to take a more cautious approach now and learn the lessons, the mistakes at the border over the past 12 months.",,,,
27May2021,1,,2,8,,,,Jack Unknown," I'm a tour guide, I run a tour company, so I'm desperate to see people come back to the UK. But surely this mixed messaging is only making it harder for people to book holidays, harder for people to see their family if their family are abroad, and harder for people to really have confidence in rebuilding of the economy because they don't know whether there's going to be another health scare."," I'm a tour guide, I run a tour company, so I'm desperate to see people come back to the UK. But surely this mixed messaging is only making it harder for people to book holidays, harder for people to see their family if their family are abroad, and harder for people to really have confidence in rebuilding of the economy because they don't know whether there's going to be another health scare.","['28_168691310480050636', '33_168691310480050636', '38_168691310480050636', '61_168691310480050636', '66_168691310480050636', '71_168691310480050636', '96_168691310480050636', '107_168691310480050636']",,,
27May2021,1,,3,9,,,,Dale Unknown,"It's common sense that we close the borders until we know about the Indian variant and how that's going to pan out, because it's only going to get worse, and then there's going to be another lockdown and we're just going to be in this whole cycle all over again. So in the first lockdown everything should have been closed, the borders should have been closed, no flights coming in, no going out, until we know exactly what we're dealing with. Because at the moment with the Indian variant we haven't actually got a clue.","It's common sense that we close the borders until we know about the Indian variant and how that's going to pan out, because it's only going to get worse, and then there's going to be another lockdown and we're just going to be in this whole cycle all over again. So in the first lockdown everything should have been closed, the borders should have been closed, no flights coming in, no going out, until we know exactly what we're dealing with. Because at the moment with the Indian variant we haven't actually got a clue.","['2_165597874001046400', '7_165597874001046400', '12_165597874001046400', '17_165597874001046400', '36_165597874001046400', '41_165597874001046400', '56_165597874001046400', '61_165597874001046400']",,,
27May2021,1,,4,9,,,,Harriet Green,"I think you can hear by the exchange, and I think the frustration and the confusion and the sense of we can, we can't really I think causes more harm than good. So I think, as we just heard, the exchange frustrates us all. If I was the head of a travel company I would be very frustrated in terms of you have regulations, you have a change of traffic light system, you engage with certain vacations and certain approaches. So I think there is real frustration. I do think when we come on to talk about why caution is required and what is really happening in the world and in other parts of the world that we can learn from that some of what Carlos and Dale and Sam have said is worth listening to. But it is so frustrating right now.","I think you can hear by the exchange, and I think the frustration and the confusion and the sense of we can, we can't really I think causes more harm than good. So I think, as we just heard, the exchange frustrates us all. If I was the head of a travel company I would be very frustrated in terms of you have regulations, you have a change of traffic light system, you engage with certain vacations and certain approaches. So I think there is real frustration. I do think when we come on to talk about why caution is required and what is really happening in the world and in other parts of the world that we can learn from that some of what Carlos and Dale and Sam have said is worth listening to. But it is so frustrating right now.","['106_165597874001046400', '116_165597874001046400', '129_165597874001046400', '134_165597874001046400', '139_165597874001046400', '144_165597874001046400', '163_165597874001046400', '174_165597874001046400', '190_165597874001046400']",,,
27May2021,1,,5,11,,,,Professor Devi Sridhar,"Yeah. I think what we have to remember is that most countries in the world have border restrictions. This is a debate happening across the world. And actually if I look at South Korea, they said don't go abroad from March 2020. If I want to travel to India today I cannot, they will not let me in because I am not a national of that country. So I think right now Britain is in a great position, and full credit to Minister Zahawi for the vaccine programme, but why would we endanger that by actually having open movement of individuals in and out when we still have a lot of people unvaccinated, we still have a new variant that we don't fully understand in terms of immune protection, and so I think right now we should be cautious and tell people stay at home. Also, I'm from Miami. I miss the sunshine, I miss the blue skies. I haven't seen my family in a year and a half. But we are in an emergency situation. There is massive unemployment, there are more kids that have been out of school and disadvantaged. There are real problems, and I'm willing to say actually I'd rather focus on those as a society than put aside and say I will see my family, and until then it's WhatsApp and Facetime.","Yeah. I think what we have to remember is that most countries in the world have border restrictions. This is a debate happening across the world. And actually if I look at South Korea, they said don't go abroad from March 2020. If I want to travel to India today I cannot, they will not let me in because I am not a national of that country. So I think right now Britain is in a great position, and full credit to Minister Zahawi for the vaccine programme, but why would we endanger that by actually having open movement of individuals in and out when we still have a lot of people unvaccinated, we still have a new variant that we don't fully understand in terms of immune protection, and so I think right now we should be cautious and tell people stay at home. Also, I'm from Miami. I miss the sunshine, I miss the blue skies. I haven't seen my family in a year and a half. But we are in an emergency situation. There is massive unemployment, there are more kids that have been out of school and disadvantaged. There are real problems, and I'm willing to say actually I'd rather focus on those as a society than put aside and say I will see my family, and until then it's WhatsApp and Facetime.","['2_168691313343285207', '7_168691313343285207', '12_168691313343285207', '22_168691313343285207', '27_168691313343285207', '32_168691313343285207', '42_168691313343285207', '47_168691313343285207', '52_168691313343285207', '57_168691313343285207', '62_168691313343285207', '67_168691313343285207', '72_168691313343285207', '144_168691313343285207', '151_168691313343285207', '168_168691313343285207', '187_168691313343285207', '198_168691313343285207', '209_168691313343285207', '220_168691313343285207', '247_168691313343285207', '286_168691313343285207']",,,
27May2021,2,16,,,Collette Unknown,"Thank you, Fiona. Hello panel. Did the government fail by not closing borders to India when they had the chance?",,,,,,,,
27May2021,2,,1,21,,,,Professor Devi Sridhar,"Yeah, it is astonishing, because actually by the point we were discussing in early April you saw New Zealand stop all flights from India, including for their own nationals. You saw Hong Kong stopping flights. Countries can't completely seal themselves off, but they delayed the entry. The problem we now have is twofold. First, we're pretty sure it's pretty transmissible, at least as much as B117, if not more, and that means the race just became even faster to get those younger people, the 30s and 40 year olds, the 20 year olds, people like me as well who are just unvaccinated and completely susceptible. So things might open, my risk does not necessarily change because I have no additional protection. The second thing is does it evade our vaccines? And yes, the vaccines look remarkable, they are holding up. Get vaccinated, you're in a much better position. But there's some uncertainty, and we always know with uncertainty we have to be cautious because we just don't know, and once we know, we can act. But I think right now our Achilles heel in Britain has been the borders and making sure that we don't have these repeated lockdown cycles. Because I think right now domestic recovery should be the focus. Domestic tourism, getting local businesses going. Ask people to fill up our hotels here, fill up tours here, go to your local shops. Edinburgh's suffering. We don't have the festival on as normal. We have lots of people here. So I say go to restaurants, go to shops, enjoy your life, but do it here on this island. We've, what, 66 million people in Britain. That's enough people for me to be with for the next few months while we get through this problem.","Yeah, it is astonishing, because actually by the point we were discussing in early April you saw New Zealand stop all flights from India, including for their own nationals. You saw Hong Kong stopping flights. Countries can't completely seal themselves off, but they delayed the entry. The problem we now have is twofold. First, we're pretty sure it's pretty transmissible, at least as much as B117, if not more, and that means the race just became even faster to get those younger people, the 30s and 40 year olds, the 20 year olds, people like me as well who are just unvaccinated and completely susceptible. So things might open, my risk does not necessarily change because I have no additional protection. The second thing is does it evade our vaccines? And yes, the vaccines look remarkable, they are holding up. Get vaccinated, you're in a much better position. But there's some uncertainty, and we always know with uncertainty we have to be cautious because we just don't know, and once we know, we can act. But I think right now our Achilles heel in Britain has been the borders and making sure that we don't have these repeated lockdown cycles. Because I think right now domestic recovery should be the focus. Domestic tourism, getting local businesses going. Ask people to fill up our hotels here, fill up tours here, go to your local shops. Edinburgh's suffering. We don't have the festival on as normal. We have lots of people here. So I say go to restaurants, go to shops, enjoy your life, but do it here on this island. We've, what, 66 million people in Britain. That's enough people for me to be with for the next few months while we get through this problem.","['2_168691322896531464', '7_168691322896531464', '12_168691322896531464', '29_168691322896531464', '34_168691322896531464', '43_168691322896531464', '48_168691322896531464', '53_168691322896531464', '68_168691322896531464', '75_168691322896531464', '80_168691322896531464', '93_168691322896531464', '100_168691322896531464', '105_168691322896531464', '111_168691322896531464', '116_168691322896531464', '141_168691322896531464', '152_168691322896531464', '157_168691322896531464', '162_168691322896531464', '167_168691322896531464', '188_168691322896531464', '200_168691322896531464', '207_168691322896531464', '218_168691322896531464', '229_168691322896531464', '236_168691322896531464', '243_168691322896531464', '250_168691322896531464', '255_168691322896531464', '264_168691322896531464']",,,
27May2021,2,,2,23,,,,Richard Walker,"Yeah, I think to answer Collette's question, time will tell. We're right in the middle of this 3D game of chess, and certainly where we're standing today with a bit of hindsight of course we wish that we'd have closed India off earlier and maybe delayed the spread of that virus coming to our shores. But I think we're still in the middle of this and therefore we do need more time effectively to judge. But the one thing I would just like to add is I think Nadhim and his team have done a remarkable job on the vaccine rollout, which of course is genuinely world leading and is well on the way to our ultimate cure which is of course getting everyone vaccinated. I think it has been really impressive. There's obviously a lot more to do, but ultimately that's our main battle against this awful disease.","Yeah, I think to answer Collette's question, time will tell. We're right in the middle of this 3D game of chess, and certainly where we're standing today with a bit of hindsight of course we wish that we'd have closed India off earlier and maybe delayed the spread of that virus coming to our shores. But I think we're still in the middle of this and therefore we do need more time effectively to judge. But the one thing I would just like to add is I think Nadhim and his team have done a remarkable job on the vaccine rollout, which of course is genuinely world leading and is well on the way to our ultimate cure which is of course getting everyone vaccinated. I think it has been really impressive. There's obviously a lot more to do, but ultimately that's our main battle against this awful disease.","['2_168691324803773608', '7_168691324803773608', '14_168691324803773608', '21_168691324803773608', '33_168691324803773608', '40_168691324803773608', '51_168691324803773608', '58_168691324803773608', '69_168691324803773608', '80_168691324803773608', '91_168691324803773608']",,,
27May2021,2,,3,26,,,,Nick Thomas-Symonds,"Yes, the government made a profound error by not adding India to the red list on 9 April with Pakistan and Bangladesh. Nadhim gave an explanation of a variant. That's the second different explanation I've heard from government ministers this week. The Health Secretary is claiming it's because the positivity rate in Pakistan was three times that of India, which the evidence doesn't bear out in any way, and won't even tell us what the source of that data is. It isn't something that was said later on. People were saying it at the time. I questioned it at the time, as did many, many others. It wasn't until 19 April, that's the point at which the Prime Minister cancelled that scheduled trip to India that was due on the 25th, then India was added on the red list on the 23rd. In those 14 days, by the way, from the 9th to the 23rd we think around about 20,000 arrivals from IndiaвЂ¦ It was a blunder of the first magnitude. India should have been added to the red list on the 9th.","Yes, the government made a profound error by not adding India to the red list on 9 April with Pakistan and Bangladesh. Nadhim gave an explanation of a variant. That's the second different explanation I've heard from government ministers this week. The Health Secretary is claiming it's because the positivity rate in Pakistan was three times that of India, which the evidence doesn't bear out in any way, and won't even tell us what the source of that data is. It isn't something that was said later on. People were saying it at the time. I questioned it at the time, as did many, many others. It wasn't until 19 April, that's the point at which the Prime Minister cancelled that scheduled trip to India that was due on the 25th, then India was added on the red list on the 23rd. In those 14 days, by the way, from the 9th to the 23rd we think around about 20,000 arrivals from IndiaвЂ¦ It was a blunder of the first magnitude. India should have been added to the red list on the 9th.","['2_168691327664128767', '7_168691327664128767', '12_168691327664128767', '17_168691327664128767', '22_168691327664128767', '27_168691327664128767', '32_168691327664128767', '37_168691327664128767', '42_168691327664128767', '47_168691327664128767', '52_168691327664128767', '57_168691327664128767', '62_168691327664128767']",,,
27May2021,2,,4,28,,,,Hannah Unknown,"Hi, yeah, we're talking about India specifically and to Collette's question. I appreciate there may not have been a variant of concern, but we know that the coronavirus mutates when it's in high circulation. If you've got a very small, localised cases of coronavirus you're less likely to get a mutation. So based on the numbers that we had from India, based on what was happening, we know a variant was likely. So I think there may not have been a variant of concern, but it should have been expected. It wasn't unreasonable to expect a variant of concern and therefore to shut borders earlier before you found it. It wasn't unreasonable.","Hi, yeah, we're talking about India specifically and to Collette's question. I appreciate there may not have been a variant of concern, but we know that the coronavirus mutates when it's in high circulation. If you've got a very small, localised cases of coronavirus you're less likely to get a mutation. So based on the numbers that we had from India, based on what was happening, we know a variant was likely. So I think there may not have been a variant of concern, but it should have been expected. It wasn't unreasonable to expect a variant of concern and therefore to shut borders earlier before you found it. It wasn't unreasonable.","['2_168691329571385483', '7_168691329571385483', '14_168691329571385483', '25_168691329571385483', '32_168691329571385483', '91_168691329571385483', '98_168691329571385483', '109_168691329571385483', '120_168691329571385483', '133_168691329571385483', '156_168691329571385483']",,,
27May2021,3,29,,,Fatima Bhula,Thank you. Is Great British Railways just another headline grabbing gimmick or will it actually make rail travel cheaper and more efficient?,,,,,,,,
27May2021,3,29,,,Fiona Bruce,"So this is the announcement today by the government that Network Rail is effectively going to be subsumed over a period of time into Great British Railways which will also take charge, not only just of the infrastructure of the railways, but also of ticketing and timetables, certainly in England and Wales. Going to be slightly different in Scotland. Harriet, another gimmick? Is this going to make much of a difference?",,,,,,,,
27May2021,3,,1,31,,,,Nick Thomas-Symonds,"But in terms of this particular announcement I do worry about the gap between rhetoric and reality, because we've had in seven years, by the way, 60 different rail projects announced for the North of England by this government and we've yet to see a spade in the ground, so forgive me for being sceptical about this particular announcement. But my concern is this, my constituents and people around the country, what they want to see is an efficient railway available to them with reasonable phase and a timetable that works. Remember it was a disaster with the timetable in 2018 that led to this review being set up in the first place. My worry about the plans as they've been set out is, yes, there is that increased measure of public input. It is this arm's length government body it looks like that is going to have this central coordination. But you've still got concessions being run by private companies, and my real concern is that you end up, as it were, nationalising the risk and privatising the profit instead of making sure that it's value for money on the railways that we should be putting first.","But in terms of this particular announcement I do worry about the gap between rhetoric and reality, because we've had in seven years, by the way, 60 different rail projects announced for the North of England by this government and we've yet to see a spade in the ground, so forgive me for being sceptical about this particular announcement. But my concern is this, my constituents and people around the country, what they want to see is an efficient railway available to them with reasonable phase and a timetable that works. Remember it was a disaster with the timetable in 2018 that led to this review being set up in the first place. My worry about the plans as they've been set out is, yes, there is that increased measure of public input. It is this arm's length government body it looks like that is going to have this central coordination. But you've still got concessions being run by private companies, and my real concern is that you end up, as it were, nationalising the risk and privatising the profit instead of making sure that it's value for money on the railways that we should be putting first.","['2_168691332439530453', '7_168691332439530453', '18_168691332439530453', '29_168691332439530453', '40_168691332439530453', '47_168691332439530453', '57_168691332439530453', '62_168691332439530453', '72_168691332439530453', '91_168691332439530453']",,,
27May2021,3,,2,32,,,,Charlie Unknown,"Thank you. I was just listening to Nick then and I think what he's saying is fundamentally wrong about the risk. However, generally I do think privatisation is a positive thing, but in this case, in the railways, it just hasn't worked. It's been a problem ever since it was brought in as a rush job at the end of the Major government. I was working in the legal sector when it came in 20 odd years ago, and the amount of fees that were generated by dealing with the private companies to get the rolling stock, to get everythingвЂ¦ I mean, there was money just spewing out all over the place. If we can bring it back, let's just bring it back and let's make it sensible.","Thank you. I was just listening to Nick then and I think what he's saying is fundamentally wrong about the risk. However, generally I do think privatisation is a positive thing, but in this case, in the railways, it just hasn't worked. It's been a problem ever since it was brought in as a rush job at the end of the Major government. I was working in the legal sector when it came in 20 odd years ago, and the amount of fees that were generated by dealing with the private companies to get the rolling stock, to get everythingвЂ¦ I mean, there was money just spewing out all over the place. If we can bring it back, let's just bring it back and let's make it sensible.","['2_168691333391792310', '7_168691333391792310', '14_168691333391792310', '21_168691333391792310', '28_168691333391792310', '35_168691333391792310', '42_168691333391792310', '51_168691333391792310', '60_168691333391792310', '67_168691333391792310', '78_168691333391792310']",,,
27May2021,3,,3,33,,,,Fatima Bhula,"Well, I think while so ever the actual trains are being run by numerous companies with different ways of running and different innovations, I'm not really optimistic at all. I'm in the north and we had the Northern Rail fiasco for years and years. Pre-pandemic I used to travel all over the country, hundreds of miles a week using many different operators and it was just a nightmare, and I don't see it getting any better whilst so ever we've got different companies. So I think, yeah, public ownership is the only way.","Well, I think while so ever the actual trains are being run by numerous companies with different ways of running and different innovations, I'm not really optimistic at all. I'm in the north and we had the Northern Rail fiasco for years and years. Pre-pandemic I used to travel all over the country, hundreds of miles a week using many different operators and it was just a nightmare, and I don't see it getting any better whilst so ever we've got different companies. So I think, yeah, public ownership is the only way.","['17_168691334354532042', '22_168691334354532042', '35_168691334354532042', '42_168691334354532042', '47_168691334354532042', '52_168691334354532042', '57_168691334354532042']",,,
27May2021,3,,4,33,,,,Christina Unknown,"I live in the North East and one of the things that we noticed is that there was tremendous service offered by GNER, but when it came to reallocating the franchise the franchise was taken away from them, even though the customer satisfaction was very high, and since then it's just been worse and worse and worse. Now, yes, the government makes money out of franchises, but when they accept a bidder they shouldn't just be looking at the highest offer, they should actually be looking at how the previous franchisee has handled things. And if, as in the case of GNER, you have somebody who's doing a really good job, they should be automatically in prime position for a renewal of that franchise. Unless there is some reason why they've failed or they don't want to do itвЂ¦
they should be given that opportunity, and then you wouldn't need to nationalise.","I live in the North East and one of the things that we noticed is that there was tremendous service offered by GNER, but when it came to reallocating the franchise the franchise was taken away from them, even though the customer satisfaction was very high, and since then it's just been worse and worse and worse. Now, yes, the government makes money out of franchises, but when they accept a bidder they shouldn't just be looking at the highest offer, they should actually be looking at how the previous franchisee has handled things. And if, as in the case of GNER, you have somebody who's doing a really good job, they should be automatically in prime position for a renewal of that franchise. Unless there is some reason why they've failed or they don't want to do itвЂ¦
they should be given that opportunity, and then you wouldn't need to nationalise.","['89_168691334354532042', '101_168691334354532042', '106_168691334354532042', '111_168691334354532042', '122_168691334354532042', '129_168691334354532042', '134_168691334354532042', '139_168691334354532042', '144_168691334354532042', '149_168691334354532042', '154_168691334354532042', '159_168691334354532042']",,,
